,,track_id,artist,artist_id,album,trackName,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,popularity,category_id
The Sound of Dance Pop,110,1louJpMmzEicAn7lzDalPW,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),0.0575,0.741,223504,0.667,0.0,10,0.106,-5.445,1,0.134,112.956,4,0.595,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",79.0,dance_pop
The Sound of Dance Pop,111,7GaFYUqP2WdR4KTPk7cXoP,Mario,20s0P9QLxGqKuCsGwFsp7w,Turning Point,Let Me Love You,0.178,0.686,249120,0.588,0.0,7,0.0954,-8.343,0,0.0554,94.519,4,0.617,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",71.0,dance_pop
The Sound of Dance Pop,112,2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,Speak Your Mind (Deluxe),2002,0.0372,0.697,186987,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,4,0.603,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",83.0,dance_pop
The Sound of Dance Pop,113,6brl7bwOHmGFkNw3MBqssT,Ne-Yo,21E3waRsmPlU7jZsS13rcj,In My Own Words,So Sick,0.246,0.452,207187,0.574,0.0,6,0.189,-8.336,1,0.31,92.791,4,0.58,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",82.0,dance_pop
The Sound of Dance Pop,114,6zMUIb4uce1CzpbjR3vMdN,Ashanti,5rkVyNGXEgeUqKkB5ccK83,Ashanti,Foolish,0.347,0.665,227387,0.695,0.0,0,0.106,-5.763,1,0.0532,90.119,4,0.707,"['dance pop', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",75.0,dance_pop
The Sound of Dance Pop,115,1OBrEfDbOdV0v0L0iiOu8h,Natalia Kills,6wdvERzX4CUCOXu6hSS95x,Trouble,Devils Don't Fly,0.237,0.606,277867,0.663,0.000194,2,0.139,-6.175,0,0.042,85.967,4,0.201,"['candy pop', 'dance pop', 'electropop', 'escape room', 'pop', 'pop dance', 'post-teen pop']",57.0,dance_pop
The Sound of Dance Pop,116,5xEM5hIgJ1jjgcEBfpkt2F,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Let Go,Complicated,0.0572,0.585,244507,0.776,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4,0.427,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",80.0,dance_pop
The Sound of Dance Pop,117,1u0l8zWpQeMYStFkc2mLD7,Michelle Branch,5rScKX1Sh1U67meeUyTGwk,The Spirit Room,Everywhere,0.0136,0.523,214827,0.828,0.000255,1,0.165,-4.696,1,0.0762,96.952,4,0.476,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",61.0,dance_pop
The Sound of Dance Pop,118,2CvOqDpQIMw69cCzWqr5yr,Beyoncé,6vWDO969PvNqNYHIOW5v0m,I AM...SASHA FIERCE - Platinum Edition,Halo,0.273,0.422,261160,0.712,0.0,11,0.051,-5.907,0,0.1,78.454,4,0.471,"['dance pop', 'pop', 'r&b']",89.0,dance_pop
The Sound of Dance Pop,119,4bJygwUKrRgq1stlNXcgMg,t.A.T.u.,2Q3eZMfDQgT8MhPowKFXYO,200 KM/H In The Wrong Lane (10th Anniversary Edition),All The Things She Said,0.0411,0.603,214440,0.834,0.00609,5,0.105,-5.766,0,0.0417,89.957,4,0.376,"['dance pop', 'girl group']",66.0,dance_pop
The Sound of Dance Pop,120,3cHyrEgdyYRjgJKSOiOtcS,Pitbull,0TnOYISbd1XYRBk9myaseg,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),0.0295,0.581,204160,0.963,0.0,11,0.139,-4.087,1,0.0981,129.992,4,0.788,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",86.0,dance_pop
The Sound of Dance Pop,121,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Happiness Begins,Sucker,0.0427,0.842,181027,0.734,0.0,1,0.106,-5.065,0,0.0588,137.958,4,0.952,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",83.0,dance_pop
The Sound of Dance Pop,122,5Gu0PDLN4YJeW75PpBSg9p,Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",0.0337,0.664,174800,0.708,0.0,8,0.0841,-4.154,1,0.0474,103.07,4,0.742,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",80.0,dance_pop
The Sound of Dance Pop,123,2iLN22AngD3PTsbvBu5ypL,JLS,5xi3SZpllRPAkoPVbjB6nc,JLS,Everybody in Love,0.0638,0.716,195093,0.745,0.0,5,0.364,-6.984,0,0.0329,139.975,4,0.693,"['boy band', 'dance pop', 'europop', 'pop', 'pop dance', 'post-teen pop', 'talent show']",57.0,dance_pop
The Sound of Dance Pop,124,1yOL7ZiXGx5ULeLoktAUAg,MARINA,6CwfuxIqcltXDGjfZsMd9A,Electra Heart,Bubblegum Bitch,0.000219,0.495,154667,0.856,0.0,0,0.103,-5.123,0,0.0311,158.024,4,0.609,"['dance pop', 'electropop', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'uk alternative pop']",76.0,dance_pop
The Sound of Dance Pop,125,3OK3uq0udXEDfEo7bvpNHW,Rina Sawayama,2KEqzdPS7M5YwGmiuPTdr5,SAWAYAMA,XS,0.0854,0.636,201060,0.929,1.15e-06,2,0.0822,-3.256,0,0.151,117.012,4,0.591,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop', 'pop dance']",68.0,dance_pop
The Sound of Dance Pop,126,55BKv7jjl2JKL85vbBRnIS,Tinie Tempah,0Tob4H0FLtEONHU1MjpUEp,Whoppa (feat. Sofia Reyes and Farina),Whoppa (feat. Sofia Reyes and Farina),0.0203,0.766,217316,0.899,0.0,2,0.0783,-4.548,1,0.125,129.989,4,0.744,"['dance pop', 'grime', 'house', 'pop dance', 'pop rap', 'tropical house']",71.0,dance_pop
The Sound of Dance Pop,127,4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Rare,Lose You To Love Me,0.556,0.488,206459,0.343,0.0,4,0.21,-8.985,1,0.0436,102.819,4,0.0978,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",89.0,dance_pop
The Sound of Dance Pop,128,0MjMqYIYzcCteAs4c0BZGy,Five,6rEzedK7cKWjeQWdAYvWVG,Invincible,Keep On Movin',0.0396,0.742,198067,0.853,0.0,7,0.0664,-7.832,1,0.034,135.02,4,0.963,"['boy band', 'bubblegum dance', 'dance pop', 'europop']",59.0,dance_pop
The Sound of Dance Pop,129,0DmAvNCAK08oCi7miSZUIY,Sigala,1IueXOQyABrMOprrzwQJWN,Lasting Lover,Lasting Lover,0.197,0.676,218359,0.786,0.0,1,0.0943,-4.529,1,0.0478,125.983,4,0.483,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",80.0,dance_pop
The Sound of Dance Pop,130,4aR9bPMAOFySBuQSbVWF3d,Lily Allen,13saZpZnCDWOI9D4IJhp1f,"Alright, Still",Smile,0.00143,0.632,196893,0.639,0.0,5,0.221,-5.938,1,0.0259,95.506,4,0.733,"['dance pop', 'pop', 'pop dance']",74.0,dance_pop
The Sound of Dance Pop,131,0ARK753YaiJbpLUk7z5yIM,Nelly,2gBjLmx6zQnFGQJCAQpRgw,Nellyville,Dilemma,0.227,0.727,289160,0.552,0.000164,2,0.198,-8.074,0,0.14,168.189,4,0.607,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",79.0,dance_pop
The Sound of Dance Pop,132,6sHsXIJoEN5JpdkGMQDJxt,Brandy,05oH07COxkXKIMt6mIPRee,Never Say Never,The Boy Is Mine,0.539,0.704,294787,0.707,0.00106,1,0.318,-6.537,0,0.0391,93.145,4,0.761,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",71.0,dance_pop
The Sound of Dance Pop,133,583xVl0Sbj93uU4ceixgU8,Anastacia,2siHvYaxjaW5rKVRiIrMYH,Pieces Of A Dream,I'm Outta Love - Radio Edit,0.398,0.761,245400,0.716,0.0,10,0.0771,-5.8,0,0.056,119.406,4,0.649,"['dance pop', 'europop']",63.0,dance_pop
The Sound of Dance Pop,134,2yPoXCs7BSIUrucMdK5PzV,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad,Umbrella,0.00864,0.583,275987,0.829,0.0,1,0.0426,-4.603,1,0.134,174.028,4,0.575,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",92.0,dance_pop
The Sound of Dance Pop,135,60c0p6GGnuwdKcQnmuM2zC,Hannah Montana,7nU4hB040gTmHm45YYMvqc,Hannah Montana Forever,I'll Always Remember You,0.0486,0.418,233333,0.721,0.0,8,0.0984,-2.736,1,0.0383,144.063,4,0.233,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'social media pop']",69.0,dance_pop
The Sound of Dance Pop,136,0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,3Isy6kedDrgPYoTS1dazA9,The Trinity,Temperature,0.106,0.951,218573,0.6,0.0,0,0.0712,-4.675,0,0.0685,125.04,4,0.822,"['dance pop', 'dancehall', 'pop dance', 'pop rap']",83.0,dance_pop
The Sound of Dance Pop,137,4XbQLaWyFkXTwPK33kxWQJ,Tori Kelly,1vSN1fsvrzpbttOYGsliDr,Unbreakable Smile,I Was Made For Loving You,0.355,0.374,188939,0.344,0.0,2,0.0966,-11.94,1,0.0304,106.413,5,0.216,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",75.0,dance_pop
The Sound of Dance Pop,138,5xvUgoVED1F4mBu8FL0HaW,Bridgit Mendler,4VhL8KLjVso4vLfOLVViTb,Hello My Name Is...,Ready or Not,0.00351,0.715,200947,0.872,3.84e-05,2,0.107,-3.835,1,0.0509,93.043,4,0.748,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",68.0,dance_pop
The Sound of Dance Pop,139,4r1CoAATVuxag55Ct3Y1aX,Jess Glynne,4ScCswdRlyA23odg9thgIO,Always in Between (Deluxe),I'll Be There,0.0288,0.627,194387,0.858,0.0,7,0.199,-3.116,1,0.0394,100.074,4,0.399,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",79.0,dance_pop
The Sound of Dance Pop,140,47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,Millennium,I Want It That Way,0.257,0.689,213307,0.694,0.0,6,0.148,-5.83,0,0.027,99.039,4,0.482,"['boy band', 'dance pop', 'europop']",80.0,dance_pop
The Sound of Dance Pop,141,4urcG6Nfubqsuqy3juMjBi,Karmin,4M0DLz8te9Q1lNIXBBwvfG,Hello,Brokenhearted,0.00765,0.765,227147,0.765,3.82e-06,1,0.0527,-2.732,0,0.0585,120.001,4,0.886,"['dance pop', 'electropop', 'pop dance', 'post-teen pop', 'viral pop']",58.0,dance_pop
The Sound of Dance Pop,142,7vu0JkJh0ldukEYbTVcqd0,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,Nervous System,Issues,0.401,0.728,176320,0.415,0.0,8,0.0616,-6.852,1,0.0639,114.145,4,0.455,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",84.0,dance_pop
The Sound of Dance Pop,143,5lxWBU8FM7pqidZcDsgvb3,Toni Braxton,3X458ddYA2YcVWuVIGGOYe,Secrets (Remix Package),Un-Break My Heart - Classic Radio Mix,0.105,0.764,267400,0.966,4.34e-05,0,0.12,-6.286,1,0.0506,122.674,4,0.353,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",69.0,dance_pop
The Sound of Dance Pop,144,0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,The Way It Is,Love,0.064,0.688,255333,0.519,0.0,5,0.1,-4.285,1,0.0283,116.714,4,0.318,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",71.0,dance_pop
The Sound of Dance Pop,145,4gFXY5yvHayGckJndafYQE,T-Pain,3aQeKQSyrW4qWr35idm0cy,Epiphany,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),0.0111,0.693,227960,0.547,0.0,1,0.0677,-8.127,1,0.114,80.028,4,0.612,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",82.0,dance_pop
The Sound of Dance Pop,146,3dY8y3uZXX0UpDDal2dLhO,Todrick Hall,0gBvuNzrFCOVaiyKexoYMH,"Haus Party, Pt. 1","Nails, Hair, Hips, Heels",0.334,0.934,236190,0.614,7.7e-06,1,0.0854,-8.687,1,0.13,126.017,4,0.776,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",64.0,dance_pop
The Sound of Dance Pop,147,3G6hxSp260RzGw4sOiDOQ3,Mýa,6lHL3ubAMgSasKjNqKb8HF,Fear Of Flying,Case Of The Ex (Whatcha Gonna Do),0.0548,0.772,236907,0.688,9.79e-05,1,0.0725,-4.715,0,0.0405,98.0,4,0.348,"['dance pop', 'hip pop', 'neo soul', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",67.0,dance_pop
The Sound of Dance Pop,148,3jagJCUbdqhDSPuxP8cAqF,Missy Elliott,2wIVse2owClT7go1WT98tk,Under Construction,Work It,0.0778,0.884,263227,0.677,0.0,1,0.0732,-5.603,1,0.283,101.868,4,0.584,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary', 'virginia hip hop']",77.0,dance_pop
The Sound of Dance Pop,149,1MtUq6Wp1eQ8PC6BbPCj8P,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,"At Night, Alone.",I Took A Pill In Ibiza - Seeb Remix,0.0353,0.664,197933,0.714,8.42e-06,7,0.0843,-6.645,0,0.111,101.969,4,0.71,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",74.0,dance_pop
The Sound of Dance Pop,150,3HoMLZMs2Fn9HuYOIzhGqt,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Songs and Story: Tangled,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",0.0999,0.675,151293,0.377,0.0,4,0.0846,-8.816,1,0.0324,108.059,4,0.414,[],0.0,dance_pop
The Sound of Dance Pop,151,6lV2MSQmRIkycDScNtrBXO,B.o.B,5ndkK3dpZLKtBklKjxNQwT,B.o.B Presents: The Adventures of Bobby Ray,Airplanes (feat. Hayley Williams),0.11,0.66,180480,0.867,0.0,6,0.0368,-4.285,0,0.116,93.033,4,0.377,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop dance', 'pop rap', 'rap', 'southern hip hop']",77.0,dance_pop
The Sound of Dance Pop,152,5ZSl6gDoV6bPPxzmLeneV9,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,Blue,Rise,0.327,0.687,194408,0.785,0.0,1,0.203,-4.65,1,0.0333,106.046,4,0.655,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",81.0,dance_pop
The Sound of Dance Pop,153,4E5P1XyAFtrjpiIxkydly4,Iyaz,5tKXB9uuebKE34yowVaU3C,Replay,Replay,0.173,0.706,182307,0.751,0.0,9,0.168,-6.323,1,0.0708,91.031,4,0.195,"['dance pop', 'pop rap', 'post-teen pop']",70.0,dance_pop
The Sound of Dance Pop,154,1Jaah2tmN9Hv81A87KZ1MU,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,Left Of The Middle,Torn,0.0647,0.575,244667,0.886,0.000187,5,0.709,-5.182,1,0.034,96.309,4,0.609,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']",67.0,dance_pop
The Sound of Dance Pop,155,6Nq5lE0CeOAAAqN4qhkbZU,Baby Bash,12PSlydMSjEHzSCj9X5qv7,Tha Smokin' Nephew,Suga Suga,0.688,0.662,239027,0.748,8.43e-06,5,0.0841,-3.041,0,0.268,82.331,4,0.535,"['chicano rap', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'texas latin rap', 'urban contemporary']",67.0,dance_pop
The Sound of Dance Pop,156,7k6IzwMGpxnRghE7YosnXT,Cassie,27FGXRNruFoOdf1vP8dqcH,Cassie (U.S. Version),Me & U,0.352,0.803,192213,0.454,0.0,8,0.0655,-4.802,0,0.0294,99.99,4,0.739,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",64.0,dance_pop
The Sound of Dance Pop,157,7j3nbSiaWphYU2cFgyQXd9,Sky Ferreira,7pyhre5oEEFMqcgMEvJY7q,"Night Time, My Time",Everything Is Embarrassing,0.0606,0.667,250120,0.783,1.17e-06,0,0.0418,-5.885,1,0.0361,117.145,4,0.564,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'la indie', 'metropopolis', 'neo-synthpop', 'pop']",55.0,dance_pop
The Sound of Dance Pop,158,1qEHgdFqUxFebMPk8s2HLY,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,I Don't Feel Like Dancin',I Don't Feel Like Dancin' - Radio Edit,0.0156,0.711,248640,0.924,0.0,7,0.114,-3.398,1,0.0282,108.033,4,0.912,"['dance pop', 'electropop', 'europop', 'pop rock']",65.0,dance_pop
The Sound of Dance Pop,159,5WHTFyqSii0lmT9R21abT8,Mabel,1MIVXf74SZHmTIp4V4paH4,Ivy To Roses (Mixtape),Don't Call Me Up,0.296,0.674,178480,0.881,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,0.234,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",82.0,dance_pop
The Sound of Dance Pop,160,5TI9vxJAI5K069uic9AmTq,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Chapter One,Ghost,0.0457,0.68,213213,0.84,8.38e-06,9,0.143,-3.823,1,0.0415,104.985,4,0.468,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",74.0,dance_pop
The Sound of Dance Pop,161,7jley98gCQFueQ5MCaFWIb,Blue,2yEkZBBjhzKzt6LF5XMaFi,All Rise,All Rise,0.121,0.721,223547,0.737,0.0,5,0.165,-2.734,0,0.0324,97.996,4,0.931,"['boy band', 'dance pop', 'europop']",64.0,dance_pop
The Sound of Dance Pop,162,2TNaQWWTeTyig2wsr1BNaL,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,I Care 4 U,Are You That Somebody?,0.154,0.854,265667,0.658,0.00914,9,0.102,-6.932,0,0.17,137.949,4,0.855,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",64.0,dance_pop
The Sound of Dance Pop,163,4650WGL6InVqP7YN5POqIz,LMFAO,3sgFRtyBnxXD5ESfmbK4dl,Sorry For Party Rocking,Party Rock Anthem,0.0206,0.751,262147,0.736,0.0,5,0.265,-4.168,0,0.156,130.014,4,0.352,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",71.0,dance_pop
The Sound of Dance Pop,164,3e7sxremeOE3wTySiOhGiP,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit,0.102,0.259,239000,0.437,1.32e-06,11,0.106,-6.589,0,0.0386,180.042,4,0.0951,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'uk pop']",84.0,dance_pop
The Sound of Dance Pop,165,3RmKpob8xzv1pzHEQrMJah,Eve,4d3yvTptO48nOYTPBcPFZC,Scorpion,Let Me Blow Ya Mind,0.242,0.908,230133,0.557,0.0,8,0.0709,-4.243,0,0.107,90.032,4,0.897,"['dance pop', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'r&b', 'rap', 'urban contemporary']",69.0,dance_pop
The Sound of Dance Pop,166,2qfEcCkEo5NscA9GL7ER72,Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,Nobody,Nobody,0.269,0.673,211040,0.687,0.0,6,0.181,-5.295,0,0.0623,96.964,4,0.524,"['dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",78.0,dance_pop
The Sound of Dance Pop,167,0gPQTLaqHDgdupKEok7J2x,Craig David,2JyWXPbkqI5ZJa3gwqVa0c,Born to Do It,7 Days,0.23,0.659,235133,0.812,0.0,4,0.0951,-7.499,0,0.0487,83.013,4,0.888,"['british soul', 'dance pop', 'pop dance', 'pop rap', 'r&b', 'tropical house', 'urban contemporary']",74.0,dance_pop
The Sound of Dance Pop,168,0roOLcll6SSTYZwsQFmXqP,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,Let Me Move You (From the Netflix film Work It),Let Me Move You - From the Netflix film Work It,0.0112,0.624,147071,0.628,0.0191,4,0.0814,-6.582,0,0.0408,114.556,4,0.772,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop']",79.0,dance_pop
The Sound of Dance Pop,169,6FE2iI43OZnszFLuLtvvmg,MKTO,2l35CQqtYRh3d8ZIiBep4v,MKTO,Classic,0.0384,0.72,175427,0.791,0.0,1,0.157,-4.689,1,0.124,102.071,4,0.756,"['dance pop', 'electropop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",74.0,dance_pop
The Sound of Dance Pop,170,5pgdZyYh16sAUkDjrqGPej,M2M,0ZzYDST6Dib7iYd8hmcLcH,Shades Of Purple,Pretty Boy,0.0257,0.579,279240,0.611,0.0,1,0.145,-6.188,1,0.0223,87.09,4,0.199,"['candy pop', 'dance pop', 'europop', 'girl group', 'norwegian pop', 'pop rock']",59.0,dance_pop
The Sound of Dance Pop,171,3qKGvSu1inEZKwYQnMavNA,Akon,0z4gvV4rjIZ9wHck67ucSV,Konvicted,Smack That,0.317,0.94,212360,0.743,0.0,5,0.0909,-5.166,0,0.0475,118.988,4,0.932,['dance pop'],83.0,dance_pop
The Sound of Dance Pop,172,2Mf7bd1QURmFyQCZTsMPjI,Brooke Candy,3amwMyDd1uxTBoUZlazZ9m,SEXORCISM,Cum (feat. Iggy Azalea),0.183,0.942,157375,0.893,0.000248,1,0.113,-7.797,1,0.22,135.992,4,0.672,"['dance pop', 'electropop', 'escape room', 'hip pop', 'hyperpop', 'lgbtq+ hip hop', 'pop', 'strut', 'trap queen']",53.0,dance_pop
The Sound of Dance Pop,173,29JrmE89KgRyCxBIzq2Ocw,Liam Payne,5pUo3fmmHT8bhCyHE52hA6,LP1,Strip That Down (feat. Quavo),0.199,0.873,202062,0.495,0.0,6,0.0805,-5.446,1,0.0518,106.033,4,0.546,"['dance pop', 'pop', 'post-teen pop']",78.0,dance_pop
The Sound of Dance Pop,174,62ke5zFUJN6RvtXZgVH0F8,Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,0.0959,0.566,232893,0.885,9.83e-05,8,0.334,-4.527,1,0.0815,90.989,4,0.307,"['british soul', 'dance pop', 'electropop', 'europop', 'neo soul', 'tropical house', 'uk pop']",69.0,dance_pop
The Sound of Dance Pop,175,5OKjyuulniceXswXHLYZqV,Dannii Minogue,6XCS9JCn56Q252cMOTbeq6,Neon Nights (Deluxe Version),I Begin to Wonder,0.0234,0.768,220000,0.741,7.2e-05,1,0.242,-9.252,0,0.0423,125.06,4,0.95,"['australian dance', 'australian pop', 'bubblegum dance', 'dance pop', 'disco house', 'electropop', 'europop', 'new wave pop', 'strut', 'vocal house']",44.0,dance_pop
The Sound of Dance Pop,176,2arXuCWrLfgcELqYogQDbt,Fey,3uC20p2EoNm5LYtzSVWdkL,Exitos,Azúcar Amargo,0.0755,0.683,281933,0.942,0.0,7,0.0498,-4.046,1,0.0306,130.065,4,0.663,"['dance pop', 'indietronica', 'latin', 'latin pop', 'mexican pop', 'rock en espanol']",63.0,dance_pop
The Sound of Dance Pop,177,6VrLYoQKdhu1Jruei06t65,The Vamps,7gAppWoH7pcYmphCVTXkzs,Meet The Vamps,Somebody To You,0.0587,0.526,185098,0.818,0.0,3,0.333,-5.952,1,0.0358,171.96,4,0.896,"['boy band', 'dance pop', 'pop', 'post-teen pop']",78.0,dance_pop
The Sound of Dance Pop,178,6lhZLbb0czULpjb2kFryPS,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Let's Love,Let's Love,0.00882,0.662,200645,0.868,0.00244,5,0.584,-4.025,1,0.0341,92.998,4,0.353,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",89.0,dance_pop
The Sound of Dance Pop,179,0poEFjyV2iHKtxjdWFwjmS,Afrojack,4D75GcNG95ebPtNvoNVXhz,All Night (feat. Ally Brooke),All Night (feat. Ally Brooke),0.123,0.593,166413,0.877,0.0,0,0.503,-3.825,0,0.0677,123.76,4,0.635,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",78.0,dance_pop
The Sound of Dance Pop,180,2uGF4SXl3xel4YaGgVuvHO,RAYE,5KKpBU5eC2tJDzf0wmlRp2,Euphoric Sad Songs,Natalie Don't,0.191,0.806,195880,0.521,0.0,9,0.171,-4.905,0,0.0461,124.017,4,0.885,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk pop']",78.0,dance_pop
The Sound of Dance Pop,181,5xl5582IihbEZAnfj0xyso,Paula Abdul,4PpmBoqphQusNFsxuVKb6j,Forever Your Girl,Straight Up,0.267,0.769,250032,0.826,0.0177,7,0.0638,-8.252,1,0.0624,95.862,4,0.762,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock', 'urban contemporary']",58.0,dance_pop
The Sound of Dance Pop,182,7JDWhC422Gtk1Bq0mL3OTC,Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,feel something,feel something,0.242,0.74,180161,0.415,0.000156,0,0.319,-8.914,1,0.0707,136.029,4,0.156,"['dance pop', 'electropop', 'modern rock', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'talent show']",81.0,dance_pop
The Sound of Dance Pop,183,7fex2V7RzWl9nCKyILjibB,Jessie Ware,5Mq7iqCWBzofK39FBqblNc,Tough Love (Deluxe),Say You Love Me,0.162,0.387,257484,0.413,1.56e-05,7,0.262,-8.95,1,0.0559,173.73,3,0.249,"['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop dance', 'pop soul', 'tropical house']",68.0,dance_pop
The Sound of Dance Pop,184,3dNjUFt6EFU4Gq6Q5vfJqf,Hayley Kiyoko,3LjhVl7GzYsza1biQjTpaN,This Side of Paradise - EP,Girls Like Girls,0.0109,0.611,229656,0.701,9.83e-06,6,0.0994,-5.235,1,0.0248,142.027,4,0.604,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop']",68.0,dance_pop
